Player,Salary,Salary adjusted by inflation,Season
Mfiondu Kabengele,1977000,2287030.0,2019/20
Kyle Kuzma,1974600,2284254.0,2019/20
Jordan Poole,1964760,2272871.0,2019/20
Tony Bradley,1962360,2270094.0,2019/20
Keldon Johnson,1950600,2256490.0,2019/20
Derrick White,1948080,2253575.0,2019/20
Robert Williams,1937520,2241359.0,2019/20
Josh Hart,1934160,2237472.0,2019/20
Jacob Evans,1925880,2227893.0,2019/20
Dzanan Musa,1911600,2211374.0,2019/20
Omari Spellman,1897800,2195410.0,2019/20
Nerlens Noel,1882867,2178135.0,2019/20
James Ennis,1882867,2178135.0,2019/20
Glenn Robinson III,1882867,2178135.0,2019/20
Bruno Caboclo,1845301,2134678.0,2019/20
Shabazz Napier,1845301,2134678.0,2019/20
JR Smith,1746470,2020348.0,2019/20
JaKarr Sampson,1737145,2009561.0,2019/20
Raul Neto,1737145,2009561.0,2019/20
Mario Hezonja,1737145,2009561.0,2019/20
Emmanuel Mudiay,1737145,2009561.0,2019/20
Pat Connaughton,1723050,1993256.0,2019/20
Jahlil Okafor,1702486,1969467.0,2019/20
Rodions Kurucs,1699236,1965707.0,2019/20
Cheick Diallo,1678854,1942129.0,2019/20
Willy Hernangomez,1676735,1939678.0,2019/20
Treveon Graham,1645357,1903379.0,2019/20
Christian Wood,1645357,1903379.0,2019/20
Derrick Jones,1645357,1903379.0,2019/20
Georges Niang,1645357,1903379.0,2019/20
Shaquille Harrison,1620564,1874698.0,2019/20
Furkan Korkmaz,1620564,1874698.0,2019/20
Semi Ojeleye,1618520,1872334.0,2019/20
Dwayne Bacon,1618520,1872334.0,2019/20
Dillon Brooks,1618520,1872334.0,2019/20
Sterling Brown,1618520,1872334.0,2019/20
Frank Jackson,1618520,1872334.0,2019/20
Damyean Dotson,1618520,1872334.0,2019/20
Abdel Nader,1618520,1872334.0,2019/20
Wesley Iwundu,1618520,1872334.0,2019/20
Royce O'Neale,1618520,1872334.0,2019/20
Monte Morris,1588231,1837295.0,2019/20
Malcolm Miller,1588231,1837295.0,2019/20
Chris Boucher,1588231,1837295.0,2019/20
Mitchell Robinson,1559712,1804303.0,2019/20
Isaiah Roby,1500000,1735227.0,2019/20
Nigel Williams-Goss,1500000,1735227.0,2019/20
Brad Wanamaker,1445697,1672409.0,2019/20
Thanasis Antetokounmpo,1445697,1672409.0,2019/20
Theo Pinson,1445697,1672409.0,2019/20
Shake Milton,1445697,1672409.0,2019/20
Wenyen Gabriel,1445697,1672409.0,2019/20
Devonte Graham,1416852,1639040.0,2019/20
Jalen Brunson,1416852,1639040.0,2019/20
Keita Bates-Diop,1416852,1639040.0,2019/20
Sviatoslav Mykhailiuk,1416852,1639040.0,2019/20
Khyri Thomas,1416852,1639040.0,2019/20
Bruce Brown,1416852,1639040.0,2019/20
Alize Johnson,1416852,1639040.0,2019/20
De'Anthony Melton,1416852,1639040.0,2019/20
Kendrick Nunn,1416852,1639040.0,2019/20
Duncan Robinson,1416852,1639040.0,2019/20
Jarred Vanderbilt,1416852,1639040.0,2019/20
Kenrich Williams,1416852,1639040.0,2019/20
Hamidou Diallo,1416852,1639040.0,2019/20
Deonte Burton,1416852,1639040.0,2019/20
Melvin Frazier,1416852,1639040.0,2019/20
Ryan Broekhoff,1416852,1639040.0,2019/20
Jevon Carter,1416852,1639040.0,2019/20
Elie Okobo,1416852,1639040.0,2019/20
Gary Trent Jr,1416852,1639040.0,2019/20
Chimezie Metu,1416852,1639040.0,2019/20
Isaac Bonga,1416852,1639040.0,2019/20
Bruno Fernando,1400000,1619546.0,2019/20
Jaylen Nowell,1400000,1619546.0,2019/20
Kevin Porter,1290960,1493406.0,2019/20
Jordan McRae,1254933,1451729.0,2019/20
Carsen Edwards,1228026,1420603.0,2019/20
Cody Martin,1173310,1357306.0,2019/20
Gary Payton II,1052909,1218024.0,2019/20
Terance Mann,1000000,1156818.0,2019/20
Admiral Schofield,1000000,1156818.0,2019/20
David Nwaba,903111,1044735.0,2019/20
Javonte Green,898310,1039181.0,2019/20
Nicolas Claxton,898310,1039181.0,2019/20
Jalen McDaniels,898310,1039181.0,2019/20
Caleb Martin,898310,1039181.0,2019/20
Daniel Gafford,898310,1039181.0,2019/20
Vlatko Cancar,898310,1039181.0,2019/20
Alen Smailagic,898310,1039181.0,2019/20
Eric Paschall,898310,1039181.0,2019/20
Talen Horton-Tucker,898310,1039181.0,2019/20
KZ Okpala,898310,1039181.0,2019/20
Naz Reid,898310,1039181.0,2019/20
Ignas Brazdeikis,898310,1039181.0,2019/20
Jalen Lecque,898310,1039181.0,2019/20
DaQuan Jeffries,898310,1039181.0,2019/20
Justin James,898310,1039181.0,2019/20
Matt Thomas,898310,1039181.0,2019/20
Terence Davis,898310,1039181.0,2019/20
Dewan Hernandez,898310,1039181.0,2019/20
Miye Oni,898310,1039181.0,2019/20
Damion Lee,842327,974419.0,2019/20
Jeff Green,840427,972221.0,2019/20
Timothe Luwawu,837583,968931.0,2019/20
Juwan Morgan,746054,863049.0,2019/20
Gary Clark,718765,831480.0,2019/20
Marvin Williams,604278,699040.0,2019/20
Michael Kidd-Gilchrist,595122,688448.0,2019/20
Rayjon Tucker,578573,669304.0,2019/20
Chris Clemons,563346,651689.0,2019/20
Brandon Goodwin,522738,604713.0,2019/20
Reggie Jackson,512721,593125.0,2019/20
Justin Patton,483115,558876.0,2019/20
Anzejs Pasecniks,482144,557753.0,2019/20
Chris Silva,466918,540139.0,2019/20
Troy Daniels,458439,530330.0,2019/20
Anthony Tolliver,434704,502873.0,2019/20
Joakim Noah,381360,441164.0,2019/20
Dion Waiters,375385,434252.0,2019/20
Dean Wade,375000,433806.0,2019/20
Ky Bowman,350189,405105.0,2019/20
Juan Toscano-Anderson,350189,405105.0,2019/20
Norvel Pelle,350189,405105.0,2019/20
Jamal Crawford,289803,335249.0,2019/20
Jordan Bell,250000,289204.0,2019/20
Tyler Zeller,245686,284214.0,2019/20
Trey Burke,229220,265165.0,2019/20
Jontay Porter,197933,228972.0,2019/20
Cameron Payne,196288,227069.0,2019/20
Jerian Grant,196288,227069.0,2019/20
Dragan Bender,189700,219448.0,2019/20
Mychal Mulder,187782,217229.0,2019/20
Tyler Johnson,183115,211830.0,2019/20
PJ Dozier,183115,211830.0,2019/20
Sindarius Thornwell,183115,211830.0,2019/20
Corey Brewer,183115,211830.0,2019/20
Joe Chealey,163356,188973.0,2019/20
Jaylen Adams,163356,188973.0,2019/20
Johnathan Williams,161245,186531.0,2019/20
Luguentz Dort,155647,180055.0,2019/20
Oshae Brissett,129568,149886.0,2019/20
JP Macura,106181,122832.0,2019/20
Donta Hall,101504,117421.0,2019/20
Sheldon Mac,91557,105914.0,2019/20
Chasson Randle,91557,105914.0,2019/20
Jonah Bolden,89846,103935.0,2019/20
Derrick Walton,81678,94486.0,2019/20
Charlie Brown,79568,92045.0,2019/20
Tacko Fall,79568,92045.0,2019/20
Tremont Waters,79568,92045.0,2019/20
Jeremiah Martin,79568,92045.0,2019/20
Chris Chiozza,79568,92045.0,2019/20
Raymond Spalding,79568,92045.0,2019/20
Kobi Simmons,79568,92045.0,2019/20
Max Strus,79568,92045.0,2019/20
Adam Mokoka,79568,92045.0,2019/20
Matt Mooney,79568,92045.0,2019/20
Josh Reaves,79568,92045.0,2019/20
Antonius Cleveland,79568,92045.0,2019/20
Bol Bol,79568,92045.0,2019/20
Tyler Cook,79568,92045.0,2019/20
Jordan Bone,79568,92045.0,2019/20
Louis King,79568,92045.0,2019/20
Michael Frazier,79568,92045.0,2019/20
William Howard,79568,92045.0,2019/20
Naz Long,79568,92045.0,2019/20
Brian Bowen,79568,92045.0,2019/20
Johnathan Motley,79568,92045.0,2019/20
Amir Coffey,79568,92045.0,2019/20
Devontae Cacok,79568,92045.0,2019/20
Kostas Antetokounmpo,79568,92045.0,2019/20
John Konchar,79568,92045.0,2019/20
Yuta Watanabe,79568,92045.0,2019/20
Kyle Alexander,79568,92045.0,2019/20
Gabe Vincent,79568,92045.0,2019/20
Cam Reynolds,79568,92045.0,2019/20
Frank Mason,79568,92045.0,2019/20
Kelan Martin,79568,92045.0,2019/20
Jordan McLaughlin,79568,92045.0,2019/20
Zylan Cheatham,79568,92045.0,2019/20
Josh Gray,79568,92045.0,2019/20
Kenny Wooten,79568,92045.0,2019/20
Jared Harper,79568,92045.0,2019/20
Kevin Hervey,79568,92045.0,2019/20
Vic Law,79568,92045.0,2019/20
BJ Johnson,79568,92045.0,2019/20
Marial Shayok,79568,92045.0,2019/20
Tariq Owens,79568,92045.0,2019/20
Moses Brown,79568,92045.0,2019/20
Jaylen Hoard,79568,92045.0,2019/20
Kyle Guy,79568,92045.0,2019/20
Drew Eubanks,79568,92045.0,2019/20
Quinndary Weatherspoon,79568,92045.0,2019/20
Paul Watson,79568,92045.0,2019/20
Jarrell Brantley,79568,92045.0,2019/20
Justin Wright-Foreman,79568,92045.0,2019/20
Garrison Mathews,79568,92045.0,2019/20
Malik Newman,65978,76324.0,2019/20
Stephen Curry,37457154,44045441.0,2018/19
Russell Westbrook,35665000,41938067.0,2018/19
Chris Paul,35654150,41925309.0,2018/19
LeBron James,35654150,41925309.0,2018/19
Kyle Lowry,32700000,38451558.0,2018/19
Blake Griffin,31873932,37480194.0,2018/19
Gordon Hayward,31214295,36704534.0,2018/19
James Harden,30570000,35946915.0,2018/19
Paul George,30560700,35935979.0,2018/19
Mike Conley,30521115,35889432.0,2018/19
Kevin Durant,30000000,35276658.0,2018/19
Paul Millsap,29230769,34372128.0,2018/19
Al Horford,28928710,34016941.0,2018/19
Damian Lillard,27977689,32898646.0,2018/19
DeMar DeRozan,27739975,32619121.0,2018/19
Chris Bosh,26837720,31558169.0,2018/19
Jrue Holiday,26641111,31326979.0,2018/19
Otto Porter,26011913,30587112.0,2018/19
CJ McCollum,25759766,30290615.0,2018/19
Nikola Jokic,25467250,29946649.0,2018/19
Andrew Wiggins,25467250,29946649.0,2018/19
Joel Embiid,25467250,29946649.0,2018/19
Anthony Davis,25434263,29907860.0,2018/19
Andre Drummond,25434262,29907859.0,2018/19
Bradley Beal,25434262,29907859.0,2018/19
Hassan Whiteside,24434262,28731970.0,2018/19
Dwight Howard,24256725,28523206.0,2018/19
Giannis Antetokounmpo,24157304,28406299.0,2018/19
Steven Adams,24157304,28406299.0,2018/19
Kevin Love,24119025,28361287.0,2018/19
Marc Gasol,24119025,28361287.0,2018/19
Chandler Parsons,24107258,28347450.0,2018/19
Harrison Barnes,24107258,28347450.0,2018/19
Nicolas Batum,24000000,28221327.0,2018/19
Rudy Gobert,23491573,27623473.0,2018/19
Kawhi Leonard,23114066,27179567.0,2018/19
DeAndre Jordan,22897200,26924557.0,2018/19
LaMarcus Aldridge,22347015,26277600.0,2018/19
Serge Ibaka,21666667,25477587.0,2018/19
Aaron Gordon,21590909,25388504.0,2018/19
Danilo Gallinari,21587579,25384588.0,2018/19
Victor Oladipo,21000000,24693661.0,2018/19
Ryan Anderson,20421546,24013463.0,2018/19
Joakim Noah,20261172,23824881.0,2018/19
Kyrie Irving,20099189,23634407.0,2018/19
Jabari Parker,20000000,23517772.0,2018/19
Jimmy Butler,19841627,23331543.0,2018/19
Zach LaVine,19500000,22929828.0,2018/19
Wesley Matthews,19360228,22765471.0,2018/19
Allen Crabbe,19332500,22732866.0,2018/19
Enes Kanter,19264603,22653027.0,2018/19
Tyler Johnson,19245370,22630411.0,2018/19
John Wall,19169800,22541549.0,2018/19
George Hill,19000000,22341883.0,2018/19
Jeff Teague,19000000,22341883.0,2018/19
Klay Thompson,18988725,22328625.0,2018/19
Goran Dragic,18109175,21294372.0,2018/19
Kent Bazemore,18089888,21271693.0,2018/19
Evan Turner,17868853,21011781.0,2018/19
Tristan Thompson,17469565,20542262.0,2018/19
Draymond Green,17469565,20542262.0,2018/19
Tim Hardaway Jr,17325000,20372270.0,2018/19
Pau Gasol,17133285,20146834.0,2018/19
Reggie Jackson,17043478,20041231.0,2018/19
Bismack Biyombo,17000000,19990106.0,2018/19
Evan Fournier,17000000,19990106.0,2018/19
Derrick Favors,16900000,19872517.0,2018/19
Luol Deng,16747954,19693728.0,2018/19
Jonas Valanciunas,16539326,19448405.0,2018/19
Gary Harris,16517857,19423160.0,2018/19
Andre Iguodala,16000000,18814218.0,2018/19
Timofey Mozgov,16000000,18814218.0,2018/19
Ian Mahinmi,16000000,18814218.0,2018/19
Clint Capela,15793104,18570931.0,2018/19
Dennis Schroeder,15500000,18226273.0,2018/19
DeMarre Carroll,15400000,18108684.0,2018/19
Gorgui Dieng,15170787,17839155.0,2018/19
Eric Bledsoe,15000000,17638329.0,2018/19
Trevor Ariza,15000000,17638329.0,2018/19
Tobias Harris,14800000,17403151.0,2018/19
Ricky Rubio,14800000,17403151.0,2018/19
JR Smith,14720000,17309080.0,2018/19
Brandon Knight,14631250,17204720.0,2018/19
James Johnson,14420700,16957137.0,2018/19
Robin Lopez,14357750,16883114.0,2018/19
Kenneth Faried,14242782,16747925.0,2018/19
Marvin Williams,14087500,16565331.0,2018/19
Taj Gibson,14000000,16462440.0,2018/19
Thaddeus Young,13764045,16184984.0,2018/19
Tyson Chandler,13585000,15974446.0,2018/19
Marcin Gortat,13565218,15951185.0,2018/19
Kelly Olynyk,13537527,15918624.0,2018/19
Cody Zeller,13528090,15907527.0,2018/19
Eric Gordon,13500375,15874937.0,2018/19
Austin Rivers,13155324,15469195.0,2018/19
Michael Kidd-Gilchrist,13000000,15286552.0,2018/19
Khris Middleton,13000000,15286552.0,2018/19
Mason Plumlee,12917808,15189903.0,2018/19
Wilson Chandler,12800562,15052035.0,2018/19
Solomon Hill,12763467,15008415.0,2018/19
Nikola Vucevic,12750000,14992580.0,2018/19
Dion Waiters,12705000,14939665.0,2018/19
Joe Ingles,12545455,14752057.0,2018/19
Jeremy Lin,12516746,14718298.0,2018/19
Jordan Clarkson,12500000,14698607.0,2018/19
Nikola Mirotic,12500000,14698607.0,2018/19
Miles Plumlee,12400000,14581019.0,2018/19
Tyreke Evans,12400000,14581019.0,2018/19
Courtney Lee,12253780,14409080.0,2018/19
JJ Redick,12250000,14404635.0,2018/19
Kemba Walker,12000000,14110663.0,2018/19
Kentavious Caldwell-Pope,12000000,14110663.0,2018/19
Avery Bradley,12000000,14110663.0,2018/19
Will Barton,11830358,13911183.0,2018/19
TJ Warren,11750000,13816691.0,2018/19
Zach Randolph,11692308,13748852.0,2018/19
Patrick Mills,11571429,13606711.0,2018/19
Alec Burks,11536515,13565656.0,2018/19
Omer Asik,11286516,13271685.0,2018/19
Marcus Smart,11160716,13123759.0,2018/19
Jusuf Nurkic,11111111,13065429.0,2018/19
Iman Shumpert,11011234,12947984.0,2018/19
Moe Harkless,10837079,12743197.0,2018/19
Tony Snell,10607143,12472818.0,2018/19
Dante Exum,10600000,12464419.0,2018/19
Meyers Leonard,10595506,12459135.0,2018/19
John Henson,10577466,12437922.0,2018/19
Bojan Bogdanovic,10500000,12346830.0,2018/19
Mirza Teletovic,10500000,12346830.0,2018/19
Terrence Ross,10500000,12346830.0,2018/19
Robert Covington,10464092,12304606.0,2018/19
Rudy Gay,10087200,11861423.0,2018/19
Jon Leuer,10002681,11762038.0,2018/19
Darren Collison,10000000,11758886.0,2018/19
Andre Roberson,10000000,11758886.0,2018/19
Danny Green,10000000,11758886.0,2018/19
Dwight Powell,9631250,11325277.0,2018/19
Matthew Dellavedova,9607500,11297350.0,2018/19
Jared Dudley,9530000,11206218.0,2018/19
Boban Marjanovic,9490740,11160053.0,2018/19
Josh Richardson,9367200,11014783.0,2018/19
Norman Powell,9367200,11014783.0,2018/19
Markieff Morris,9173294,10786771.0,2018/19
Rajon Rondo,9000000,10582997.0,2018/19
Bogdan Bogdanovic,9000000,10582997.0,2018/19
E'Twaun Moore,8808685,10358032.0,2018/19
Kosta Koufos,8739500,10276678.0,2018/19
Fred VanVleet,8653847,10175960.0,2018/19
Wayne Ellington,8653076,10175052.0,2018/19
Kyle Anderson,8641000,10160853.0,2018/19
Julius Randle,8641000,10160853.0,2018/19
Jerryd Bayless,8575916,10084322.0,2018/19
Cristiano Felicio,8470980,9960929.0,2018/19
Markelle Fultz,8339880,9806770.0,2018/19
Joe Harris,8333333,9799071.0,2018/19
CJ Miles,8333333,9799071.0,2018/19
Jerami Grant,8333333,9799071.0,2018/19
Shaun Livingston,8307692,9768920.0,2018/19
Deandre Ayton,8175840,9613877.0,2018/19
JaMychal Green,8066667,9485502.0,2018/19
Louis Williams,8000000,9407109.0,2018/19
Garrett Temple,8000000,9407109.0,2018/19
PJ Tucker,7959537,9359529.0,2018/19
Cory Joseph,7945000,9342435.0,2018/19
Karl-Anthony Towns,7839435,9218302.0,2018/19
Kyle Korver,7560000,8889718.0,2018/19
Darrell Arthur,7464912,8777905.0,2018/19
Lonzo Ball,7461960,8774433.0,2018/19
Doug McDermott,7333334,8623184.0,2018/19
Marvin Bagley,7314960,8601578.0,2018/19
Jae Crowder,7305825,8590836.0,2018/19
DJ Augustin,7250000,8525192.0,2018/19
Lance Thomas,7119650,8371915.0,2018/19
D'Angelo Russell,7019698,8254383.0,2018/19
Jeremy Lamb,7000000,8231220.0,2018/19
Langston Galloway,7000000,8231220.0,2018/19
Ersan Ilyasova,7000000,8231220.0,2018/19
Davis Bertans,7000000,8231220.0,2018/19
Al-Farouq Aminu,6957105,8180780.0,2018/19
Jayson Tatum,6700800,7879394.0,2018/19
Luka Doncic,6569040,7724459.0,2018/19
Mario Hezonja,6500000,7643276.0,2018/19
Nemanja Bjelica,6500000,7643276.0,2018/19
Ben Simmons,6434520,7566278.0,2018/19
Dewayne Dedmon,6300000,7408098.0,2018/19
Milos Teodosic,6300000,7408098.0,2018/19
Marco Belinelli,6153846,7236237.0,2018/19
Wesley Johnson,6134000,7212900.0,2018/19
Josh Jackson,6041520,7104154.0,2018/19
Ishmael Smith,6000000,7055331.0,2018/19
Montrezl Harrell,6000000,7055331.0,2018/19
Jonathon Simmons,6000000,7055331.0,2018/19
Jaren Jackson Jr,5922720,6964459.0,2018/19
Brandon Ingram,5757120,6769731.0,2018/19
Anthony Tolliver,5750000,6761359.0,2018/19
Kristaps Porzingis,5697054,6699101.0,2018/19
Deron Williams,5474787,6437739.0,2018/19
De'Aaron Fox,5470920,6433192.0,2018/19
Ben McLemore,5460000,6420351.0,2018/19
Patrick Patterson,5451600,6410474.0,2018/19
Jason Smith,5450000,6408593.0,2018/19
Marcus Morris,5375000,6320401.0,2018/19
Trae Young,5363280,6306619.0,2018/19
DeMarcus Cousins,5337000,6275717.0,2018/19
Josh Smith,5331729,6269519.0,2018/19
Alexis Ajinca,5285394,6215034.0,2018/19
Thabo Sefolosha,5250000,6173415.0,2018/19
Aron Baynes,5193600,6107095.0,2018/19
Jaylen Brown,5169960,6079297.0,2018/19
Patrick Beverley,5027028,5911225.0,2018/19
Tony Parker,5000000,5879443.0,2018/19
Dirk Nowitzki,5000000,5879443.0,2018/19
Mike Muscala,5000000,5879443.0,2018/19
Jonathan Isaac,4969080,5843084.0,2018/19
Mo Bamba,4871280,5728082.0,2018/19
Jamal Crawford,4698113,5524457.0,2018/19
Ron Baker,4697823,5524115.0,2018/19
Willie Cauley-Stein,4696874,5523000.0,2018/19
Dragan Bender,4661280,5481146.0,2018/19
Lauri Markkanen,4536120,5333971.0,2018/19
Justin Holiday,4500000,5291498.0,2018/19
Ed Davis,4449000,5231528.0,2018/19
Kyle O'Quinn,4449000,5231528.0,2018/19
Lance Stephenson,4449000,5231528.0,2018/19
Wendell Carter,4446840,5228988.0,2018/19
Alex Len,4350000,5115115.0,2018/19
Luc Mbah a Moute,4320500,5080426.0,2018/19
Mike Scott,4320500,5080426.0,2018/19
Emmanuel Mudiay,4294479,5049829.0,2018/19
Kris Dunn,4221000,4963425.0,2018/19
Frank Ntilikina,4155720,4886663.0,2018/19
Glenn Robinson III,4075000,4791746.0,2018/19
Collin Sexton,4073760,4790288.0,2018/19
Al Jefferson,4000000,4703554.0,2018/19
Stanley Johnson,3940401,4633472.0,2018/19
Buddy Hield,3833760,4508074.0,2018/19
Dennis Smith,3819960,4491847.0,2018/19
Jodie Meeks,3774176,4438010.0,2018/19
Kevin Knox,3744840,4403514.0,2018/19
Jose Juan Barea,3710850,4363546.0,2018/19
Alex Abrines,3667645,4312742.0,2018/19
Nenê,3651480,4293733.0,2018/19
Zach Collins,3628920,4267205.0,2018/19
Frank Kaminsky,3627842,4265938.0,2018/19
Mikal Bridges,3557400,4183106.0,2018/19
Michael Beasley,3500000,4115610.0,2018/19
Jamal Murray,3499800,4115375.0,2018/19
Rodney Hood,3472887,4083728.0,2018/19
Justise Winslow,3448926,4055552.0,2018/19
Malik Monk,3447480,4053852.0,2018/19
Cameron Payne,3440356,4045475.0,2018/19
Brook Lopez,3382000,3976855.0,2018/19
Allonzo Trier,3382000,3976855.0,2018/19
Shai Gilgeous-Alexander,3375360,3969047.0,2018/19
Trey Lyles,3364249,3955982.0,2018/19
Ekpe Udoh,3360000,3950985.0,2018/19
Devin Booker,3314365,3897324.0,2018/19
Myles Turner,3294994,3874545.0,2018/19
Luke Kennard,3275280,3851364.0,2018/19
Troy Daniels,3258539,3831678.0,2018/19
Kelly Oubre,3208630,3772991.0,2018/19
Miles Bridges,3206640,3770651.0,2018/19
Marquese Chriss,3206160,3770087.0,2018/19
Tomas Satoransky,3129187,3679575.0,2018/19
Bryn Forbes,3125000,3674651.0,2018/19
Donovan Mitchell,3111480,3658753.0,2018/19
Terry Rozier,3050389,3586917.0,2018/19
Jerome Robinson,3050160,3586648.0,2018/19
Elfrid Payton,3000000,3527665.0,2018/19
Yogi Ferrell,3000000,3527665.0,2018/19
Bam Adebayo,2955840,3475738.0,2018/19
Jakob Poeltl,2947320,3465720.0,2018/19
Michael Porter,2894160,3403209.0,2018/19
Andrew Nicholson,2844429,3344731.0,2018/19
Justin Jackson,2807880,3301754.0,2018/19
Thon Maker,2799720,3292158.0,2018/19
Seth Curry,2795000,3286608.0,2018/19
Cedi Osman,2775000,3263090.0,2018/19
Sam Dekker,2760094,3245563.0,2018/19
Troy Brown,2752680,3236845.0,2018/19
Guerschon Yabusele,2667600,3136800.0,2018/19
Justin Patton,2667600,3136800.0,2018/19
Domantas Sabonis,2659800,3127628.0,2018/19
Jerian Grant,2639313,3103538.0,2018/19
Zhaire Smith,2615160,3075136.0,2018/19
Corey Brewer,2559925,3010185.0,2018/19
Delon Wright,2536898,2983109.0,2018/19
DJ Wilson,2534280,2980031.0,2018/19
Taurean Prince,2526840,2971282.0,2018/19
Dario Saric,2526840,2971282.0,2018/19
Justin Anderson,2516047,2958591.0,2018/19
