Player,Salary,Salary adjusted by inflation,Season
John Lucas,34041,51859.0,2005/06
Kaniel Dickens,31305,47691.0,2005/06
Alex Scales,24315,37042.0,2005/06
Melvin Sanders,24315,37042.0,2005/06
Shaquille O'Neal,27696430,43261765.0,2004/05
Dikembe Mutombo,19485719,30436651.0,2004/05
Allan Houston,17531250,27383775.0,2004/05
Chris Webber,17531250,27383775.0,2004/05
Kevin Garnett,16000000,24991966.0,2004/05
Jason Kidd,14796000,23111320.0,2004/05
Jermaine O'Neal,14796000,23111320.0,2004/05
Antoine Walker,14625000,22844219.0,2004/05
Zydrunas Ilgauskas,14625000,22844219.0,2004/05
Latrell Sprewell,14625000,22844219.0,2004/05
Anfernee Hardaway,14625000,22844219.0,2004/05
Stephon Marbury,14625000,22844219.0,2004/05
Ray Allen,14625000,22844219.0,2004/05
Allen Iverson,14625000,22844219.0,2004/05
Shareef Abdur-Rahim,14625000,22844219.0,2004/05
Michael Finley,14609375,22819812.0,2004/05
Tracy McGrady,14487000,22628663.0,2004/05
Keith Van Horn,14487000,22628663.0,2004/05
Grant Hill,14487000,22628663.0,2004/05
Jalen Rose,14487000,22628663.0,2004/05
Tim Duncan,14260641,22275091.0,2004/05
Kobe Bryant,14175000,22141320.0,2004/05
Eddie Jones,13455000,21016681.0,2004/05
Brian Grant,13233434,20670596.0,2004/05
Antonio Davis,12925000,20188822.0,2004/05
Tim Thomas,12900000,20149772.0,2004/05
Paul Pierce,12584688,19657256.0,2004/05
Vince Carter,12584688,19657256.0,2004/05
Dirk Nowitzki,12584688,19657256.0,2004/05
Antawn Jamison,12584688,19657256.0,2004/05
Damon Stoudamire,12500000,19524973.0,2004/05
Baron Davis,12330000,19259434.0,2004/05
Steve Francis,12330000,19259434.0,2004/05
Shawn Marion,12330000,19259434.0,2004/05
Glenn Robinson,12071250,18855267.0,2004/05
Elton Brand,12056000,18831446.0,2004/05
Nick Van Exel,11933252,18639714.0,2004/05
Carlos Boozer,10967500,17131211.0,2004/05
Theo Ratliff,10937500,17084351.0,2004/05
Lamar Odom,10548596,16476884.0,2004/05
Mike Bibby,10500000,16400977.0,2004/05
Dale Davis,10068750,15727366.0,2004/05
Rasheed Wallace,9720000,15182619.0,2004/05
Raef LaFrentz,9714538,15174087.0,2004/05
Kerry Kittles,9566667,14943113.0,2004/05
Kenyon Martin,9454546,14767980.0,2004/05
Gilbert Arenas,9389600,14666535.0,2004/05
Jamal Mashburn,9300000,14526580.0,2004/05
Wally Szczerbiak,9000000,14057981.0,2004/05
Vin Baker,8833333,13797646.0,2004/05
Steve Nash,8750000,13667481.0,2004/05
Jamaal Magloire,8533333,13329048.0,2004/05
Marcus Camby,8500000,13276982.0,2004/05
Maurice Taylor,8450000,13198882.0,2004/05
Derek Anderson,8443500,13188729.0,2004/05
Alan Henderson,8273125,12922603.0,2004/05
Austin Croshere,8260000,12902102.0,2004/05
Shandon Anderson,8173699,12767299.0,2004/05
PJ Brown,8000000,12495983.0,2004/05
Kelvin Cato,7992000,12483487.0,2004/05
Brad Miller,7875000,12300733.0,2004/05
Richard Hamilton,7812500,12203108.0,2004/05
Rashard Lewis,7792208,12171412.0,2004/05
Erick Dampier,7700000,12027383.0,2004/05
Bonzi Wells,7700000,12027383.0,2004/05
Bo Outlaw,7632904,11922579.0,2004/05
Doug Christie,7550000,11793084.0,2004/05
Jason Terry,7500000,11714984.0,2004/05
Mehmet Okur,7500000,11714984.0,2004/05
Jerry Stackhouse,7437500,11617359.0,2004/05
Andre Miller,7366667,11506718.0,2004/05
Lorenzen Wright,7150000,11168284.0,2004/05
Ben Wallace,7000000,10933985.0,2004/05
Corey Maggette,7000000,10933985.0,2004/05
Jason Williams,6875000,10738735.0,2004/05
Predrag Stojakovic,6875000,10738735.0,2004/05
Tariq Abdul-Wahad,6750000,10543485.0,2004/05
Darius Miles,6750000,10543485.0,2004/05
Manu Ginobili,6603500,10314653.0,2004/05
Christian Laettner,6600000,10309185.0,2004/05
Desmond Mason,6529630,10199268.0,2004/05
Jonathan Bender,6525000,10192036.0,2004/05
Adonal Foyle,6500000,10152986.0,2004/05
Al Harrington,6325000,9879636.0,2004/05
Howard Eisley,6301923,9843589.0,2004/05
Sam Cassell,6250000,9762486.0,2004/05
Vitaly Potapenko,6191250,9670719.0,2004/05
Jerome Williams,6187500,9664861.0,2004/05
Jahidi White,6166466,9632006.0,2004/05
Radoslav Nesterovic,6160000,9621907.0,2004/05
Metta World Peace,6157895,9618619.0,2004/05
Mike Miller,6000000,9371987.0,2004/05
Kenny Thomas,6000000,9371987.0,2004/05
Stromile Swift,5993105,9361217.0,2004/05
Calvin Booth,5900700,9216880.0,2004/05
Clarence Weatherspoon,5899400,9214850.0,2004/05
Joe Smith,5899400,9214850.0,2004/05
Todd MacCulloch,5899400,9214850.0,2004/05
Ruben Patterson,5899400,9214850.0,2004/05
Kurt Thomas,5884500,9191576.0,2004/05
Cuttino Mobley,5884500,9191576.0,2004/05
Alvin Williams,5850000,9137687.0,2004/05
Danny Fortson,5818136,9087916.0,2004/05
Quentin Richardson,5800000,9059587.0,2004/05
Scot Pollard,5792250,9047482.0,2004/05
Jamal Crawford,5760000,8997107.0,2004/05
Reggie Miller,5500000,8590988.0,2004/05
Aaron McKie,5500000,8590988.0,2004/05
Corliss Williamson,5500000,8590988.0,2004/05
Malik Rose,5462500,8532413.0,2004/05
Ricky Davis,5455200,8521010.0,2004/05
Chauncey Billups,5455200,8521010.0,2004/05
Jerome James,5455200,8521010.0,2004/05
Larry Hughes,5455200,8521010.0,2004/05
Gary Payton,5408700,8448377.0,2004/05
Scottie Pippen,5408700,8448377.0,2004/05
Juwan Howard,5408700,8448377.0,2004/05
James Posey,5408700,8448377.0,2004/05
Michael Olowokandi,5408700,8448377.0,2004/05
Alonzo Mourning,5408700,8448377.0,2004/05
Kwame Brown,5361873,8375234.0,2004/05
Clifford Robinson,5287500,8259063.0,2004/05
Nazr Mohammed,5250000,8200488.0,2004/05
Stephen Jackson,5100000,7966189.0,2004/05
Eddie Robinson,5055556,7896767.0,2004/05
Donyell Marshall,5023850,7847243.0,2004/05
Mark Blount,4903000,7658475.0,2004/05
Marquis Daniels,4903000,7658475.0,2004/05
Antonio McDyess,4903000,7658475.0,2004/05
Derek Fisher,4903000,7658475.0,2004/05
Vlade Divac,4903000,7658475.0,2004/05
Brian Cardinal,4903000,7658475.0,2004/05
Troy Hudson,4903000,7658475.0,2004/05
Hidayet Turkoglu,4903000,7658475.0,2004/05
Etan Thomas,4903000,7658475.0,2004/05
Eric Snow,4875000,7614739.0,2004/05
Lamond Murray,4875000,7614739.0,2004/05
Ervin Johnson,4837633,7556372.0,2004/05
Tyson Chandler,4801102,7499311.0,2004/05
Michael Stewart,4800000,7497589.0,2004/05
Rick Fox,4800000,7497589.0,2004/05
Tony Battie,4800000,7497589.0,2004/05
Anthony Mason,4710435,7357689.0,2004/05
Matt Harpring,4690000,7325770.0,2004/05
Devean George,4546000,7100842.0,2004/05
Derrick Coleman,4500000,7028990.0,2004/05
Jeff Foster,4500000,7028990.0,2004/05
Brian Skinner,4500000,7028990.0,2004/05
David Wesley,4455000,6958700.0,2004/05
Yao Ming,4436880,6930397.0,2004/05
Elden Campbell,4400000,6872790.0,2004/05
Morris Peterson,4400000,6872790.0,2004/05
Trenton Hassell,4350000,6794690.0,2004/05
LeBron James,4320360,6748393.0,2004/05
Pau Gasol,4318481,6745458.0,2004/05
Brent Barry,4264900,6661764.0,2004/05
Marc Jackson,4225000,6599441.0,2004/05
Chucky Atkins,4200000,6560391.0,2004/05
Dwight Howard,4179720,6528713.0,2004/05
Jason Caffey,4148148,6479398.0,2004/05
Shawn Bradley,4000000,6247991.0,2004/05
Greg Ostertag,4000000,6247991.0,2004/05
Carlos Arroyo,4000000,6247991.0,2004/05
Gordan Giricek,4000000,6247991.0,2004/05
Eddy Curry,3896402,6086171.0,2004/05
Darko Milicic,3865440,6037809.0,2004/05
Moochie Norris,3850000,6013691.0,2004/05
Eduardo Najera,3809524,5950468.0,2004/05
Aaron Williams,3790257,5920373.0,2004/05
Emeka Okafor,3739680,5841372.0,2004/05
Jeff McInnis,3600000,5623192.0,2004/05
Eric Williams,3580000,5591952.0,2004/05
Mike Dunleavy,3565080,5568647.0,2004/05
Jason Richardson,3534018,5520128.0,2004/05
Rafer Alston,3500000,5466992.0,2004/05
Carmelo Anthony,3471360,5422257.0,2004/05
Evan Eschmeyer,3407655,5322749.0,2004/05
Chris Mihm,3371393,5266108.0,2004/05
Ben Gordon,3358320,5245688.0,2004/05
Speedy Claxton,3300000,5154593.0,2004/05
Chris Crawford,3250000,5076493.0,2004/05
Voshon Lenard,3250000,5076493.0,2004/05
Matt Maloney,3237500,5056968.0,2004/05
Drew Gooden,3214080,5020386.0,2004/05
Shane Battier,3212402,5017765.0,2004/05
Bob Sura,3200000,4998393.0,2004/05
Othella Harrington,3150000,4920293.0,2004/05
Bobby Jackson,3150000,4920293.0,2004/05
Chris Bosh,3129720,4888616.0,2004/05
Mike James,3100000,4842193.0,2004/05
Shaun Livingston,3027840,4729479.0,2004/05
Stanislav Medvedenko,3000000,4685993.0,2004/05
Michael Redd,3000000,4685993.0,2004/05
Toni Kukoc,3000000,4685993.0,2004/05
George Lynch,3000000,4685993.0,2004/05
Arvydas Sabonis,3000000,4685993.0,2004/05
Bruce Bowen,3000000,4685993.0,2004/05
Pat Garrity,2937500,4588368.0,2004/05
Nikoloz Tskitishvili,2910600,4546351.0,2004/05
Iakovos Tsakalidis,2900000,4529793.0,2004/05
Dwyane Wade,2834160,4426951.0,2004/05
Eric Piatkowski,2750000,4295494.0,2004/05
Devin Harris,2741880,4282810.0,2004/05
Ira Newble,2704350,4224188.0,2004/05
Kevin Ollie,2704350,4224188.0,2004/05
Tony Delk,2700000,4217394.0,2004/05
Tom Gugliotta,2700000,4217394.0,2004/05
Rodney Rogers,2700000,4217394.0,2004/05
DeSagana Diop,2695164,4209840.0,2004/05
Greg Buckner,2647824,4135895.0,2004/05
Dajuan Wagner,2643600,4129297.0,2004/05
Chris Kaman,2574240,4020957.0,2004/05
Predrag Drobnjak,2550000,3983094.0,2004/05
Andres Nocioni,2525000,3944044.0,2004/05
Damon Jones,2503000,3909680.0,2004/05
Lucious Harris,2500000,3904994.0,2004/05
Earl Boykins,2500000,3904994.0,2004/05
Zeljko Rebraca,2500000,3904994.0,2004/05
Andrew DeClercq,2500000,3904994.0,2004/05
DeShawn Stevenson,2500000,3904994.0,2004/05
Josh Childress,2490360,3889937.0,2004/05
Jim Jackson,2420000,3780034.0,2004/05
Michael Doleac,2400000,3748794.0,2004/05
Joe Johnson,2358954,3684681.0,2004/05
Kirk Hinrich,2349840,3670445.0,2004/05
Kedrick Brown,2332388,3643185.0,2004/05
Vladimir Radmanovic,2300984,3594132.0,2004/05
Darrell Armstrong,2275000,3553545.0,2004/05
Luol Deng,2273400,3551046.0,2004/05
Richard Jefferson,2266794,3540727.0,2004/05
Nenê,2260280,3530552.0,2004/05
Troy Murphy,2231808,3486079.0,2004/05
Chris Wilcox,2210880,3453389.0,2004/05
Anthony Johnson,2200000,3436395.0,2004/05
Antonio Daniels,2200000,3436395.0,2004/05
TJ Ford,2152800,3362669.0,2004/05
Marko Jaric,2100000,3280195.0,2004/05
Rafael Araujo,2082720,3253204.0,2004/05
Amare Stoudemire,2032200,3174292.0,2004/05
Mike Sweetney,1978920,3091068.0,2004/05
Marcus Haislip,1976380,3087101.0,2004/05
Nick Collison,1969680,3076636.0,2004/05
Malik Allen,1950625,3046872.0,2004/05
Caron Butler,1930680,3015718.0,2004/05
Andre Iguodala,1914480,2990413.0,2004/05
Jason Collins,1887864,2948839.0,2004/05
Jarvis Hayes,1879920,2936431.0,2004/05
Jared Jeffries,1834080,2864829.0,2004/05
Luke Jackson,1818720,2840836.0,2004/05
Jon Barry,1800000,2811596.0,2004/05
Rodney White,1797845,2808230.0,2004/05
Mickael Pietrus,1785960,2789665.0,2004/05
Jerome Moiso,1760000,2749116.0,2004/05
Melvin Ely,1742400,2721625.0,2004/05
Brendan Haywood,1735305,2710542.0,2004/05
Andris Biedrins,1727760,2698757.0,2004/05
Steven Hunter,1720046,2686707.0,2004/05
Cezary Trybanski,1700000,2655396.0,2004/05
Charlie Ward,1700000,2655396.0,2004/05
Jarron Collins,1700000,2655396.0,2004/05
Jumaine Jones,1687500,2635871.0,2004/05
Jake Voskuhl,1687500,2635871.0,2004/05
Andrei Kirilenko,1671694,2611182.0,2004/05
Gerald Wallace,1652453,2581128.0,2004/05
Erick Strickland,1650000,2577296.0,2004/05
Robert Swift,1641360,2563800.0,2004/05
Marcus Banks,1611840,2517690.0,2004/05
Ron Mercer,1600000,2499196.0,2004/05
Robert Traylor,1600000,2499196.0,2004/05
Scott Williams,1600000,2499196.0,2004/05
Lindsey Hunter,1600000,2499196.0,2004/05
Calbert Cheaney,1600000,2499196.0,2004/05
Tyronn Lue,1600000,2499196.0,2004/05
Wesley Person,1600000,2499196.0,2004/05
Maurice Williams,1600000,2499196.0,2004/05
Fred Hoiberg,1600000,2499196.0,2004/05
Chris Andersen,1600000,2499196.0,2004/05
Ibo Kutluay,1600000,2499196.0,2004/05
Darius Songaila,1600000,2499196.0,2004/05
Anthony Peeler,1600000,2499196.0,2004/05
Samuel Dalembert,1599549,2498492.0,2004/05
Fred Jones,1572480,2456210.0,2004/05
Sebastian Telfair,1559280,2435592.0,2004/05
Primoz Brezec,1554326,2427853.0,2004/05
Jamaal Tinsley,1554326,2427853.0,2004/05
Jay Williams,1550551,2421957.0,2004/05
Tony Parker,1545441,2413975.0,2004/05
Luke Ridnour,1531200,2391731.0,2004/05
Zach Randolph,1504272,2349669.0,2004/05
Jason Collier,1500000,2342996.0,2004/05
Joel Przybilla,1500000,2342996.0,2004/05
Bostjan Nachbar,1493880,2333437.0,2004/05
Kris Humphries,1481400,2313943.0,2004/05
Earl Watson,1458000,2277392.0,2004/05
Reece Gaines,1454640,2272144.0,2004/05
Mike Wilks,1440092,2249420.0,2004/05
Jiri Welsch,1419240,2216849.0,2004/05
Al Jefferson,1407240,2198105.0,2004/05
Jason Hart,1400000,2186797.0,2004/05
Eddie House,1388327,2168563.0,2004/05
Troy Bell,1381920,2158556.0,2004/05
Juan Dixon,1348200,2105885.0,2004/05
Walter McCarty,1337500,2089172.0,2004/05
Kirk Snyder,1336920,2088266.0,2004/05
Daniel Santiago,1320000,2061837.0,2004/05
Raja Bell,1320000,2061837.0,2004/05
Zarko Cabarkapa,1312800,2050590.0,2004/05
Kevin Willis,1300000,2030597.0,2004/05
Curtis Borchardt,1280880,2000731.0,2004/05
Nate Huffman,1280000,1999357.0,2004/05
Josh Smith,1270080,1983862.0,2004/05
David West,1247160,1948061.0,2004/05
Ryan Humphrey,1223160,1910573.0,2004/05
JR Smith,1206600,1884706.0,2004/05
Rasual Butler,1200000,1874397.0,2004/05
John Amaechi,1200000,1874397.0,2004/05
Aleksandar Pavlovic,1191000,1860339.0,2004/05
Kareem Rush,1174200,1834097.0,2004/05
Dorell Wright,1152240,1799796.0,2004/05
Dahntay Jones,1143360,1785925.0,2004/05
Qyntel Woods,1127280,1760808.0,2004/05
Jameer Nelson,1106160,1727819.0,2004/05
Kenny Anderson,1100000,1718197.0,2004/05
Steve Smith,1100000,1718197.0,2004/05
Avery Johnson,1100000,1718197.0,2004/05
Bryon Russell,1100000,1718197.0,2004/05
Stacey Augmon,1100000,1718197.0,2004/05
Vladimir Stepania,1100000,1718197.0,2004/05
Robert Horry,1100000,1718197.0,2004/05
Tony Massenburg,1100000,1718197.0,2004/05
Boris Diaw,1097640,1714511.0,2004/05
Casey Jacobsen,1082160,1690331.0,2004/05
Pavel Podkolzin,1061880,1658654.0,2004/05
Zoran Planinic,1053720,1645908.0,2004/05
Tayshaun Prince,1038960,1622853.0,2004/05
Viktor Khryapa,1019400,1592300.0,2004/05
Travis Outlaw,1011600,1580117.0,2004/05
Travis Best,1000000,1561997.0,2004/05
Raul Lopez,997320,1557811.0,2004/05
Samaki Walker,995046,1554259.0,2004/05
Brian Cook,971160,1516949.0,2004/05
Frank Williams,957480,1495581.0,2004/05
Delonte West,939480,1467465.0,2004/05
Nenad Krstic,939480,1467465.0,2004/05
Jacque Vaughn,932546,1456634.0,2004/05
Brevin Knight,932546,1456634.0,2004/05
Amal McCaskill,932546,1456634.0,2004/05
Darvin Ham,932546,1456634.0,2004/05
Rick Brunson,932546,1456634.0,2004/05
John Salmons,925680,1445910.0,2004/05
Kendall Gill,912195,1424846.0,2004/05
Tony Allen,901920,1408797.0,2004/05
Carlos Delfino,901920,1408797.0,2004/05
Ndudi Ebi,901440,1408047.0,2004/05
Brian Scalabrine,900000,1405798.0,2004/05
Maciej Lampe,900000,1405798.0,2004/05
Chris Jefferies,899040,1404298.0,2004/05
Dan Dickau,893400,1395488.0,2004/05
Reggie Evans,880000,1374558.0,2004/05
Kendrick Perkins,875400,1367372.0,2004/05
Kevin Martin,872040,1362124.0,2004/05
Adrian Griffin,870046,1359010.0,2004/05
Mark Pope,870046,1359010.0,2004/05
Mikki Moore,870046,1359010.0,2004/05
Bruno Sundov,870046,1359010.0,2004/05
Leandro Barbosa,870000,1358938.0,2004/05
Josh Howard,863640,1349003.0,2004/05
Sasha Vujacic,846840,1322762.0,2004/05
Michael Curry,845122,1320078.0,2004/05
Beno Udrih,841680,1314702.0,2004/05
David Harrison,835560,1305142.0,2004/05
Bobby Simmons,825000,1288648.0,2004/05
Scott Padgett,807546,1261385.0,2004/05
Zendon Hamilton,807546,1261385.0,2004/05
Anthony Carter,807546,1261385.0,2004/05
Milt Palacio,807546,1261385.0,2004/05
Ryan Bowen,807046,1260604.0,2004/05
Didier Ilunga-Mbenga,800000,1249598.0,2004/05
Anderson Varejao,788000,1230854.0,2004/05
Loren Woods,755000,1179308.0,2004/05
Mamadou N'diaye,750000,1171498.0,2004/05
Keith McLeod,750000,1171498.0,2004/05
Rodney Buford,745046,1163760.0,2004/05
DerMarr Johnson,745046,1163760.0,2004/05
Ansu Sesay,745046,1163760.0,2004/05
Keyon Dooling,745046,1163760.0,2004/05
Wang Zhizhi,745046,1163760.0,2004/05
Mark Madsen,745046,1163760.0,2004/05
Lee Nailon,745046,1163760.0,2004/05
Sean Marks,745046,1163760.0,2004/05
Laron Profit,745046,1163760.0,2004/05
Michael Ruffin,745046,1163760.0,2004/05
Marcus Fizer,735960,1149567.0,2004/05
Mateen Cleaves,735960,1149567.0,2004/05
Jabari Smith Sr,720046,1124710.0,2004/05
Eddie Gill,720046,1124710.0,2004/05
Tierre Brown,720046,1124710.0,2004/05
Jamison Brewer,720046,1124710.0,2004/05
Michael Bradley,720046,1124710.0,2004/05
Aleksandar Radojevic,720046,1124710.0,2004/05
Jamal Sampson,695046,1085660.0,2004/05
Tamar Slay,695046,1085660.0,2004/05
Jannero Pargo,695046,1085660.0,2004/05
Smush Parker,695046,1085660.0,2004/05
Dan Gadzuric,695046,1085660.0,2004/05
Eddie Griffin,695046,1085660.0,2004/05
Junior Harrington,695046,1085660.0,2004/05
Ronald Murray,695046,1085660.0,2004/05
Richie Frahm,695046,1085660.0,2004/05
Matt Barnes,695046,1085660.0,2004/05
Maurice Evans,695046,1085660.0,2004/05
Devin Brown,695046,1085660.0,2004/05
Jason Kapono,620046,968510.0,2004/05
Keith Bogans,620046,968510.0,2004/05
Theron Smith,620046,968510.0,2004/05
Tommy Smith,620046,968510.0,2004/05
Francisco Elson,620046,968510.0,2004/05
Ronald Dupree,620046,968510.0,2004/05
James Jones,620046,968510.0,2004/05
Quinton Ross,620046,968510.0,2004/05
Luke Walton,620046,968510.0,2004/05
Jerome Beasley,620046,968510.0,2004/05
Udonis Haslem,620046,968510.0,2004/05
Zaza Pachulia,620046,968510.0,2004/05
Alex Garcia,620046,968510.0,2004/05
Brandon Hunter,620046,968510.0,2004/05
Josh Davis,620046,968510.0,2004/05
Kyle Korver,620046,968510.0,2004/05
Willie Green,620046,968510.0,2004/05
Linton Johnson,620046,968510.0,2004/05
Steve Blake,620046,968510.0,2004/05
Peter John Ramos,600000,937198.0,2004/05
Lonny Baxter,542475,847344.0,2004/05
Efthimios Rentzias,516865,807342.0,2004/05
Kaniel Dickens,483938,755910.0,2004/05
Lionel Chalmers,450000,702899.0,2004/05
Donta Smith,425000,663849.0,2004/05
Royal Ivey,425000,663849.0,2004/05
Justin Reed,385277,601801.0,2004/05
Bernard Robinson,385277,601801.0,2004/05
Chris Duhon,385277,601801.0,2004/05
Jared Reiner,385277,601801.0,2004/05
Arthur Johnson,385277,601801.0,2004/05
Horace Jenkins,385277,601801.0,2004/05
Luis Flores,385277,601801.0,2004/05
Andre Barrett,385277,601801.0,2004/05
John Edwards,385277,601801.0,2004/05
Andre Emmett,385277,601801.0,2004/05
Antonio Burks,385277,601801.0,2004/05
Trevor Ariza,385277,601801.0,2004/05
Damien Wilkins,385277,601801.0,2004/05
Mario Kasun,385277,601801.0,2004/05
Jackson Vroman,385277,601801.0,2004/05
Erik Daniels,385277,601801.0,2004/05
Romain Sato,385277,601801.0,2004/05
Matt Bonner,385277,601801.0,2004/05
Pape Sow,385277,601801.0,2004/05
Matt Freije,380579,594463.0,2004/05
Corsley Edwards,319498,499055.0,2004/05
Tony Bobbitt,305403,477038.0,2004/05
Roger Mason,203428,317754.0,2004/05
Jelani McCoy,167418,261506.0,2004/05
Anthony Goldwire,116713,182305.0,2004/05
Yuta Tabuse,108066,168798.0,2004/05
Awvee Storey,84573,132102.0,2004/05
Tremaine Fowlkes,79029,123443.0,2004/05
Courtney Alexander,79029,123443.0,2004/05
Geno Carlisle,65779,102746.0,2004/05
Britton Johnsen,45369,70866.0,2004/05
Anthony Miller,34118,53292.0,2004/05
Kevin Garnett,28000000,45164442.0,2003/04
Shaquille O'Neal,24749999,39922139.0,2003/04
Dikembe Mutombo,17714291,28573430.0,2003/04
Rasheed Wallace,17000000,27421268.0,2003/04
Allan Houston,15937500,25707439.0,2003/04
Chris Webber,15937500,25707439.0,2003/04
Shawn Kemp,14941935,24101577.0,2003/04
Shareef Abdur-Rahim,13500000,21775713.0,2003/04
Vin Baker,13500000,21775713.0,2003/04
Zydrunas Ilgauskas,13500000,21775713.0,2003/04
Antoine Walker,13500000,21775713.0,2003/04
Kobe Bryant,13500000,21775713.0,2003/04
Latrell Sprewell,13500000,21775713.0,2003/04
Antonio McDyess,13500000,21775713.0,2003/04
Ray Allen,13500000,21775713.0,2003/04
Allen Iverson,13500000,21775713.0,2003/04
Anfernee Hardaway,13500000,21775713.0,2003/04
Stephon Marbury,13500000,21775713.0,2003/04
Michael Finley,13281250,21422865.0,2003/04
Keith Van Horn,13279750,21420446.0,2003/04
Grant Hill,13279750,21420446.0,2003/04
Tracy McGrady,13279750,21420446.0,2003/04
Jalen Rose,13279750,21420446.0,2003/04
Jason Kidd,13152000,21214383.0,2003/04
Jermaine O'Neal,13152000,21214383.0,2003/04
Antonio Davis,12925000,20848229.0,2003/04
Tim Duncan,12676125,20446789.0,2003/04
Damon Stoudamire,12375000,19961070.0,2003/04
Eddie Jones,12333750,19894533.0,2003/04
Brian Grant,12130648,19566926.0,2003/04
Vlade Divac,12051510,19439275.0,2003/04
Nick Van Exel,11956625,19286224.0,2003/04
Tim Thomas,11825000,19073911.0,2003/04
Tom Gugliotta,11670000,18823894.0,2003/04
Paul Pierce,11326219,18269370.0,2003/04
Antawn Jamison,11326219,18269370.0,2003/04
Dirk Nowitzki,11326219,18269370.0,2003/04
Vince Carter,11326219,18269370.0,2003/04
Terrell Brandon,11100000,17904475.0,2003/04
Steve Francis,10960000,17678653.0,2003/04
Elton Brand,10960000,17678653.0,2003/04
Baron Davis,10960000,17678653.0,2003/04
Shawn Marion,10960000,17678653.0,2003/04
Glenn Robinson,10730000,17307659.0,2003/04
Theo Ratliff,10156250,16382191.0,2003/04
Lamar Odom,9963596,16071437.0,2003/04
Mike Bibby,9500000,15323649.0,2003/04
Kerry Kittles,9266666,14947278.0,2003/04
Dale Davis,9061875,14616947.0,2003/04
Toni Kukoc,9056250,14607874.0,2003/04
Greg Ostertag,8666666,13979469.0,2003/04
Gilbert Arenas,8536000,13768702.0,2003/04
Jamal Mashburn,8525000,13750959.0,2003/04
Jason Terry,8333333,13441797.0,2003/04
Raef LaFrentz,8178750,13192452.0,2003/04
Andre Miller,8000000,12904126.0,2003/04
Wally Szczerbiak,8000000,12904126.0,2003/04
PJ Brown,8000000,12904126.0,2003/04
Glen Rice,7885000,12718628.0,2003/04
Erick Dampier,7842000,12649269.0,2003/04
Maurice Taylor,7800000,12581523.0,2003/04
Derek Anderson,7794000,12571845.0,2003/04
Wesley Person,7700000,12420221.0,2003/04
Alan Henderson,7682188,12391490.0,2003/04
Austin Croshere,7610000,12275050.0,2003/04
Kelvin Cato,7344000,11845987.0,2003/04
Marcus Camby,7250000,11694364.0,2003/04
Rashard Lewis,7012987,11312058.0,2003/04
Corey Maggette,7000000,11291110.0,2003/04
Bonzi Wells,7000000,11291110.0,2003/04
Brad Miller,7000000,11291110.0,2003/04
Jerry Stackhouse,6906250,11139890.0,2003/04
Doug Christie,6900000,11129808.0,2003/04
Ron Mercer,6750000,10887856.0,2003/04
Shandon Anderson,6700000,10807205.0,2003/04
Chris Mills,6600000,10645904.0,2003/04
Lorenzen Wright,6600000,10645904.0,2003/04
Bo Outlaw,6585000,10621708.0,2003/04
Richard Hamilton,6500000,10484602.0,2003/04
Hakeem Olajuwon,6326923,10205426.0,2003/04
Bob Sura,6266666,10108231.0,2003/04
Predrag Stojakovic,6250000,10081348.0,2003/04
Eddie Robinson,6204000,10007149.0,2003/04
Tariq Abdul-Wahad,6187500,9980535.0,2003/04
Jason Williams,6187500,9980535.0,2003/04
Michael Dickerson,6187500,9980535.0,2003/04
Charlie Ward,6030000,9726485.0,2003/04
Jerome Williams,5987500,9657932.0,2003/04
Howard Eisley,5843750,9426061.0,2003/04
Jonathan Bender,5800000,9355491.0,2003/04
Steve Nash,5750000,9274840.0,2003/04
Vitaly Potapenko,5715000,9218385.0,2003/04
Al Harrington,5692500,9182092.0,2003/04
Jason Caffey,5687500,9174027.0,2003/04
Jahidi White,5676091,9155624.0,2003/04
Christian Laettner,5625000,9073213.0,2003/04
Radoslav Nesterovic,5600000,9032888.0,2003/04
Eric Williams,5540000,8936107.0,2003/04
Ben Wallace,5500000,8871586.0,2003/04
Kenny Thomas,5500000,8871586.0,2003/04
Alvin Williams,5500000,8871586.0,2003/04
Metta World Peace,5473684,8829138.0,2003/04
Calvin Booth,5446800,8785774.0,2003/04
Avery Johnson,5445600,8783838.0,2003/04
Clarence Weatherspoon,5445600,8783838.0,2003/04
Joe Smith,5445600,8783838.0,2003/04
Todd MacCulloch,5445600,8783838.0,2003/04
Ruben Patterson,5445600,8783838.0,2003/04
Danny Fortson,5428602,8756420.0,2003/04
Brent Barry,5400000,8710285.0,2003/04
Cuttino Mobley,5394125,8700808.0,2003/04
Kurt Thomas,5394125,8700808.0,2003/04
Scot Pollard,5309563,8564408.0,2003/04
Kenyon Martin,5128689,8272656.0,2003/04
Sam Cassell,5062500,8165892.0,2003/04
Ricky Davis,5000600,8066046.0,2003/04
Chauncey Billups,5000600,8066046.0,2003/04
Jerome James,5000600,8066046.0,2003/04
Keon Clark,5000600,8066046.0,2003/04
Larry Hughes,5000600,8066046.0,2003/04
Nazr Mohammed,5000000,8065078.0,2003/04
Corliss Williamson,5000000,8065078.0,2003/04
Reggie Miller,5000000,8065078.0,2003/04
Aaron McKie,5000000,8065078.0,2003/04
Brevin Knight,5000000,8065078.0,2003/04
Alonzo Mourning,4917000,7931198.0,2003/04
Scottie Pippen,4917000,7931198.0,2003/04
Gary Payton,4917000,7931198.0,2003/04
